,zip1,zip2,weight,tweet1,tweet2,people1,people2,distance
0,10012,10012,280,335,335,280,280,0.0
1,10012,10023,10,335,366,280,298,3.55393100767
2,10012,11217,2,335,142,280,97,3.21301574905
3,10012,10014,11,335,319,280,230,0.706717733491
4,10012,10036,10,335,666,280,499,2.35428748906
5,10012,10011,10,335,402,280,313,1.04281950404
6,10012,11229,1,335,18,280,14,9.24429959987
7,10012,11226,2,335,195,280,121,6.00560527965
8,10012,10013,12,335,628,280,394,0.515185223657
9,10012,10301,2,335,66,280,25,8.22546383145
10,10012,10007,17,335,1660,280,1035,0.902634840492
11,10012,11219,0,335,11,280,10,6.45333054735
12,10012,11228,0,335,12,280,5,7.51234767835
13,10012,10001,11,335,889,280,576,1.71265815031
14,10012,11101,2,335,102,280,73,3.38620451011
15,10012,10003,16,335,482,280,352,0.653381968999
16,10012,10026,1,335,45,280,38,5.7785491218
17,10012,10019,7,335,595,280,404,2.8234340812
18,10012,10472,1,335,13,280,7,9.91794157395
19,10012,11216,0,335,63,280,33,4.09946262641
20,10012,11231,2,335,48,280,35,3.26160615973
21,10012,11375,4,335,77,280,45,8.01562385241
22,10012,10025,5,335,166,280,66,5.25087395144
23,10012,11105,1,335,49,280,27,5.80508826758
24,10012,10029,0,335,52,280,27,5.30285580331
25,10012,11239,0,335,17,280,12,8.35025705588
26,10012,11238,3,335,78,280,57,3.67727992401
27,10012,11211,8,335,270,280,201,2.50383180559
28,10012,10466,0,335,7,280,4,13.8765776771
29,10012,10016,6,335,137,280,108,1.76997956799
30,10012,10010,10,335,232,280,184,1.24237319602
31,10012,11354,1,335,49,280,23,9.54932882494
32,10012,10461,1,335,35,280,18,11.6484611479
33,10012,10034,1,335,81,280,40,10.6052657469
34,10012,10310,1,335,10,280,9,8.93383636331
35,10012,10009,3,335,140,280,75,1.03709579489
36,10012,10027,1,335,80,280,55,6.40054670114
37,10012,11236,0,335,19,280,12,7.71409194645
38,10012,11237,2,335,61,280,52,4.40242161873
39,10012,10048,1,335,98,280,72,1.20471748848
40,10012,10002,12,335,242,280,167,0.856308588948
41,10012,10035,1,335,38,280,24,6.27358896912
42,10012,11206,1,335,74,280,57,3.33671686767
43,10012,10465,1,335,26,280,15,11.7200283106
44,10012,10020,4,335,161,280,132,2.44863615063
45,10012,10022,5,335,170,280,145,2.8022826015
46,10012,10018,6,335,235,280,192,2.02765221523
47,10012,10475,1,335,13,280,10,13.894064652
48,10012,10017,9,335,264,280,147,2.26596148558
49,10012,10314,3,335,73,280,35,11.2967497313
50,10012,10028,2,335,48,280,34,4.20535144587
51,10012,10024,0,335,77,280,53,4.31614179898
52,10012,11221,1,335,72,280,53,4.47469384558
53,10012,11232,1,335,126,280,17,4.87305405142
54,10012,10280,0,335,10,280,8,1.63468375066
55,10012,10119,0,335,4,280,4,1.73936148982
56,10012,11215,4,335,114,280,81,4.08842814459
57,10012,10471,1,335,15,280,8,13.0507802714
58,10012,10470,0,335,11,280,4,14.0472110842
59,10012,11430,4,335,122,280,100,11.8498084767
60,10012,11434,1,335,18,280,9,12.3624507504
61,10012,11201,5,335,222,280,165,2.17182039568
62,10012,10038,6,335,128,280,69,1.1576344356
63,10012,10121,1,335,2,280,2,1.66869184674
64,10012,11373,4,335,40,280,35,6.35314611767
65,10012,10462,1,335,52,280,34,10.8631593088
66,10012,11435,1,335,47,280,23,10.0561721743
67,10012,11377,1,335,43,280,26,5.09911598288
68,10012,11224,1,335,21,280,19,10.31269532
69,10012,10032,2,335,57,280,25,8.45846081635
70,10012,11222,2,335,114,280,61,2.76921041443
71,10012,11233,1,335,46,280,29,5.383868488
72,10012,11691,1,335,41,280,5,15.2595801098
73,10012,11429,0,335,11,280,9,13.6654440245
74,10012,10281,0,335,37,280,27,1.17087633648
75,10012,11385,0,335,44,280,25,5.75948278071
76,10012,10469,1,335,57,280,10,12.6343423101
77,10012,10033,1,335,32,280,20,9.10251830027
78,10012,10005,2,335,80,280,49,1.47727873209
79,10012,11207,0,335,22,280,15,6.65852636675
80,10012,11355,1,335,15,280,9,9.5302970677
81,10012,10454,1,335,19,280,14,7.00096489898
82,10012,10452,1,335,29,280,22,8.74401232639
83,10012,10302,0,335,3,280,3,9.79759224151
84,10012,11103,0,335,34,280,25,5.25112513637
85,10012,10458,1,335,24,280,19,11.1328133554
86,10012,10004,3,335,142,280,72,2.90903289528
87,10012,10174,1,335,10,280,7,2.15034171911
88,10012,11370,1,335,11,280,5,6.20933001113
89,10012,11371,2,335,64,280,59,7.20808295845
90,10012,10463,2,335,26,280,17,11.7163293161
91,10012,11360,2,335,14,280,7,12.054431119
92,10012,10312,0,335,10,280,7,15.7056073474
93,10012,10306,1,335,13,280,7,12.4964906565
