,zip1,zip2,weight,tweet1,tweet2,people1,people2,distance
0,11430,11430,6,7,7,6,6,0.0
1,11430,11236,0,7,1,6,1,5.71540197563
2,11430,11368,0,7,2,6,1,7.4339852575
3,11430,11237,0,7,10,6,9,7.47691203663
4,11430,11692,0,7,1,6,1,3.97308685065
5,11430,11418,0,7,3,6,3,3.86465994219
6,11430,11233,0,7,2,6,2,6.71053248513
7,11430,11432,0,7,1,6,1,4.3921003216
8,11430,11422,0,7,1,6,1,3.28716592381
9,11430,11213,0,7,10,6,2,7.43445132093
10,11430,11433,0,7,3,6,3,3.2054076391
11,11430,11370,0,7,1,6,1,9.22291654826
12,11430,11416,0,7,3,6,2,3.65452636198
13,11430,11221,0,7,3,6,2,7.41924545578
14,11430,11354,0,7,1,6,1,8.24894967571
15,11430,11371,0,7,4,6,4,9.36688177686
16,11430,11206,0,7,2,6,2,8.52040839211
17,11430,11377,0,7,1,6,1,8.53448094589
18,11430,11357,0,7,1,6,1,9.2690952439
19,11430,11375,0,7,1,6,1,5.50272592252
20,11430,11414,1,7,3,6,3,2.55371853938
21,11430,11412,0,7,2,6,1,3.7396302298
22,11430,11366,0,7,1,6,1,5.21790181649
23,11430,11356,0,7,1,6,1,9.6462355921
24,11430,11374,0,7,1,6,1,6.17354870438
25,11430,11378,0,7,1,6,1,7.5753559436
26,11430,11379,0,7,1,6,1,6.30140654848
27,11430,10036,0,7,21,6,20,12.6845398004
28,11430,10462,0,7,2,6,2,13.6310098953
29,11430,10468,0,7,1,6,1,15.9010588872
30,11430,10001,0,7,6,6,6,12.6130537884
31,11430,10019,0,7,5,6,5,12.7531842254
32,11430,11101,0,7,1,6,1,9.97622058574
33,11430,10023,0,7,6,6,5,13.102474753
34,11430,10040,0,7,3,6,2,15.9676137901
35,11430,11691,0,7,1,6,1,3.96658998311
36,11430,10029,0,7,1,6,1,12.5231426769
37,11430,11421,0,7,1,6,1,4.30960041035
38,11430,10024,0,7,2,6,2,13.364687616
39,11430,11385,0,7,2,6,2,6.26191203078
40,11430,10022,0,7,4,6,4,11.7171972991
41,11430,10469,0,7,1,6,1,15.2934742335
42,11430,10033,0,7,1,6,1,15.5098339387
43,11430,10455,0,7,1,6,1,12.8170081548
44,11430,11420,0,7,1,6,1,1.84598037562
45,11430,10018,0,7,3,6,3,12.6435522048
46,11430,10069,0,7,1,6,1,13.3787206837
47,11430,10021,0,7,1,6,1,11.8763226946
48,11430,10028,0,7,1,6,1,12.0455394188
49,11430,11203,0,7,1,6,1,7.22017062744
50,11430,10020,0,7,2,6,2,12.2321362599
51,11430,10003,0,7,2,6,2,11.6398678898
52,11430,11232,0,7,1,6,1,10.9661966299
53,11430,10007,0,7,10,6,9,11.9633751492
54,11430,10017,0,7,3,6,2,11.6290296851
55,11430,10011,0,7,4,6,4,12.4210823113
56,11430,10014,0,7,4,6,4,12.4498562327
57,11430,10025,0,7,2,6,2,13.646059927
58,11430,10471,0,7,1,6,1,18.1735856538
59,11430,10013,0,7,6,6,5,12.0261532093
60,11430,10038,0,7,3,6,3,11.6630880667
61,11430,11226,0,7,3,6,2,8.40951068389
62,11430,10128,0,7,1,6,1,12.1722700574
63,11430,11105,0,7,1,6,1,10.4063548754
64,11430,10118,0,7,1,6,1,12.1067140499
65,11430,10016,0,7,1,6,1,11.6123522993
66,11430,10044,0,7,1,6,1,11.1502356053
67,11430,11222,0,7,1,6,1,9.45260808698
68,11430,11211,0,7,1,6,1,9.35201438041
69,11430,10031,0,7,1,6,1,14.5444591037
70,11430,11373,0,7,1,6,1,7.31901600219
71,11430,10012,0,7,2,6,2,11.8498084767
72,11430,11223,0,7,1,6,1,9.96429226545
73,11430,11435,0,7,1,6,1,3.49929760672
74,11236,11430,0,1,7,1,6,5.71540197563
75,11236,11236,1,1,1,1,1,0.0
76,11236,11368,0,1,2,1,1,7.72846940381
77,11236,11237,0,1,10,1,9,4.41911583709
78,11236,11692,0,1,1,1,1,6.55700680848
79,11236,11418,0,1,3,1,3,5.43212206029
80,11236,11233,0,1,2,1,2,2.63253116452
81,11236,11432,0,1,1,1,1,7.70892108739
82,11236,11422,0,1,1,1,1,8.98353717855
83,11236,11213,1,1,10,1,2,2.65550674405
84,11236,11433,0,1,3,1,3,7.22921555303
85,11236,11370,0,1,1,1,1,8.47988224494
86,11236,11416,0,1,3,1,2,4.06950237466
87,11236,11221,0,1,3,1,2,3.6974196867
88,11236,11354,0,1,1,1,1,9.71557075354
89,11236,11371,0,1,4,1,4,9.19969180455
90,11236,11206,0,1,2,1,2,4.73826611918
91,11236,11377,0,1,1,1,1,7.06180700087
92,11236,11357,0,1,1,1,1,11.0993829385
93,11236,11375,0,1,1,1,1,6.30056588836
94,11236,11414,0,1,3,1,3,3.40070949129
95,11236,11412,0,1,2,1,1,8.52277843962
96,11236,11366,0,1,1,1,1,8.21207192643
97,11236,11356,0,1,1,1,1,10.4846598512
98,11236,11374,0,1,1,1,1,6.24230431685
99,11236,11378,0,1,1,1,1,5.76661679514
