,zip1,zip2,weight,tweet1,tweet2,people1,people2,distance
0,10012,10012,152,190,190,152,152,0.0
1,10012,11222,1,190,78,152,57,2.76921041443
2,10012,10281,0,190,12,152,11,1.17087633648
3,10012,10003,2,190,271,152,206,0.653381968999
4,10012,10027,1,190,85,152,59,6.40054670114
5,10012,10007,9,190,1895,152,951,0.902634840492
6,10012,11430,0,190,108,152,79,11.8498084767
7,10012,11238,0,190,62,152,37,3.67727992401
8,10012,10452,0,190,76,152,25,8.74401232639
9,10012,10029,1,190,25,152,19,5.30285580331
10,10012,10036,2,190,450,152,297,2.35428748906
11,10012,10022,1,190,159,152,99,2.8022826015
12,10012,10001,6,190,458,152,315,1.71265815031
13,10012,11215,3,190,127,152,80,4.08842814459
14,10012,11237,1,190,47,152,44,4.40242161873
15,10012,11206,0,190,83,152,54,3.33671686767
16,10012,11354,0,190,42,152,27,9.54932882494
17,10012,10019,5,190,364,152,268,2.8234340812
18,10012,10021,0,190,56,152,39,3.54087603375
19,10012,10002,5,190,206,152,134,0.856308588948
20,10012,10038,1,190,54,152,35,1.1576344356
21,10012,10473,0,190,6,152,5,9.70933980899
22,10012,10025,1,190,125,152,42,5.25087395144
23,10012,10013,9,190,635,152,462,0.515185223657
24,10012,10028,0,190,43,152,30,4.20535144587
25,10012,11221,1,190,77,152,54,4.47469384558
26,10012,11226,0,190,150,152,109,6.00560527965
27,10012,10017,2,190,207,152,112,2.26596148558
28,10012,11101,0,190,97,152,66,3.38620451011
29,10012,10018,1,190,168,152,140,2.02765221523
30,10012,11201,1,190,148,152,96,2.17182039568
31,10012,10030,0,190,23,152,19,6.98149583661
32,10012,11204,0,190,46,152,4,7.41883109296
33,10012,10023,1,190,120,152,92,3.55393100767
34,10012,11214,0,190,18,152,11,8.76164691931
35,10012,10040,1,190,79,152,17,9.86430074927
36,10012,10009,2,190,161,152,63,1.03709579489
37,10012,11358,0,190,16,152,4,10.8774708185
38,10012,11218,0,190,13,152,11,5.73910453242
39,10012,11232,0,190,103,152,27,4.87305405142
40,10012,11102,0,190,55,152,46,4.97476085396
41,10012,10458,0,190,60,152,19,11.1328133554
42,10012,11213,0,190,17,152,7,5.06198052942
43,10012,11211,1,190,240,152,180,2.50383180559
44,10012,10462,0,190,88,152,43,10.8631593088
45,10012,11212,0,190,39,152,6,6.27048725889
46,10012,11420,0,190,18,152,7,10.323050651
47,10012,11216,2,190,67,152,42,4.09946262641
48,10012,11432,0,190,32,152,25,10.7985208396
49,10012,10016,1,190,104,152,87,1.76997956799
50,10012,11234,0,190,41,152,14,8.43643628551
51,10012,11217,0,190,79,152,60,3.21301574905
52,10012,10172,0,190,2,152,1,2.39219323179
53,10012,10026,1,190,44,152,32,5.7785491218
54,10012,10014,10,190,250,152,184,0.706717733491
55,10012,10128,0,190,41,152,32,4.60729835531
56,10012,10468,0,190,18,152,12,11.04127754
57,10012,10033,0,190,76,152,44,9.10251830027
58,10012,10004,1,190,71,152,55,2.90903289528
59,10012,10467,0,190,24,152,16,12.1513802633
60,10012,10011,6,190,267,152,222,1.04281950404
61,10012,11228,0,190,7,152,7,7.51234767835
62,10012,10010,2,190,160,152,129,1.24237319602
63,10012,11210,0,190,14,152,12,7.31025104646
64,10012,11375,1,190,49,152,29,8.01562385241
65,10012,11104,0,190,11,152,10,4.31780268727
66,10012,11224,0,190,18,152,11,10.31269532
67,10012,11231,0,190,37,152,32,3.26160615973
68,10012,11205,0,190,67,152,30,2.79464002178
69,10012,11220,0,190,24,152,17,5.90349911834
70,10012,11356,0,190,3,152,3,9.0957316572
71,10012,11412,0,190,2,152,1,12.6978427063
72,10012,11209,0,190,34,152,19,7.27243152968
73,10012,10456,0,190,36,152,12,8.56718049213
74,10012,10469,0,190,47,152,7,12.6343423101
75,10012,11373,0,190,29,152,25,6.35314611767
76,10012,11421,0,190,2,152,2,7.74272225848
77,10012,10020,1,190,71,152,64,2.44863615063
78,10012,10309,1,190,6,152,6,17.6266933328
79,10012,10024,1,190,68,152,49,4.31614179898
80,10012,10314,0,190,77,152,31,11.2967497313
81,10012,11207,0,190,44,152,25,6.65852636675
82,10012,10118,1,190,43,152,36,1.70746062304
83,10012,10305,0,190,10,152,6,9.64148956266
84,10012,11422,0,190,11,152,5,14.4994513004
85,10012,10031,0,190,47,152,28,7.38915859277
86,10012,10032,0,190,46,152,31,8.45846081635
87,10012,10034,1,190,56,152,33,10.6052657469
88,10012,10453,0,190,26,152,18,9.86425560782
89,10012,10466,0,190,16,152,6,13.8765776771
90,10012,11005,0,190,3,152,3,15.0341815006
91,10012,11377,0,190,26,152,19,5.09911598288
92,10012,10465,0,190,20,152,16,11.7200283106
93,10012,10306,0,190,24,152,11,12.4964906565
94,10012,10307,0,190,9,152,5,19.8062508551
95,10012,10006,0,190,14,152,14,1.47618498726
96,10012,10463,0,190,41,152,28,11.7163293161
97,10012,11223,0,190,7,152,7,8.92523879393
98,10012,11365,0,190,22,152,9,10.8632894083
99,10012,10005,0,190,42,152,34,1.47727873209
100,10012,11368,0,190,24,152,17,7.48956133355
101,10012,11435,2,190,23,152,17,10.0561721743
102,10012,10454,0,190,13,152,8,7.00096489898
103,10012,10451,0,190,45,152,20,7.60110584127
104,10012,10308,0,190,10,152,5,14.4751728239
105,10012,10048,1,190,47,152,36,1.20471748848
106,10012,11371,1,190,53,152,40,7.20808295845
107,10012,11367,0,190,15,152,14,9.28747954242
108,10012,11233,0,190,55,152,34,5.383868488
109,10012,10472,0,190,9,152,8,9.91794157395
110,10012,11105,1,190,29,152,22,5.80508826758
111,10012,11374,0,190,17,152,8,7.21532180075
112,10012,11103,0,190,27,152,22,5.25112513637
113,10012,10455,0,190,22,152,19,7.79930541014
114,10012,11236,0,190,16,152,9,7.71409194645
115,10012,11251,0,190,4,152,3,6.24276454069
116,10012,10035,0,190,27,152,17,6.27358896912
