,zip1,zip2,weight,tweet1,tweet2,people1,people2,distance
0,10013,10013,341,434,434,341,341,0.0
1,10013,10020,2,434,112,341,87,2.93260003009
2,10013,10022,4,434,172,341,111,3.3116983385
3,10013,10007,23,434,1825,341,1038,0.420592054706
4,10013,10033,0,434,102,341,56,9.57736328506
5,10013,10014,10,434,415,341,289,0.969627273755
6,10013,11432,1,434,45,341,30,11.1405288984
7,10013,11210,0,434,24,341,10,7.12618346254
8,10013,10036,8,434,665,341,449,2.7946642925
9,10013,10003,6,434,432,341,312,1.16848188608
10,10013,10026,1,434,61,341,44,6.26066901477
11,10013,10010,4,434,144,341,111,1.75745624731
12,10013,11238,0,434,222,341,137,3.58382504732
13,10013,10019,8,434,535,341,354,3.27519798411
14,10013,10011,8,434,389,341,292,1.42961465112
15,10013,11225,0,434,23,341,17,4.77867315959
16,10013,10456,1,434,20,341,15,9.07255944677
17,10013,11222,1,434,135,341,88,3.15654751399
18,10013,10001,4,434,615,341,434,2.12530338779
19,10013,10027,1,434,160,341,95,6.87423219438
20,10013,10012,8,434,269,341,218,0.515185223657
21,10013,11211,1,434,390,341,292,2.74173286504
22,10013,11375,0,434,43,341,30,8.3704953375
23,10013,11694,0,434,1,341,1,12.9602032447
24,10013,11217,1,434,165,341,132,3.02659388877
25,10013,10280,0,434,8,341,8,1.1238254808
26,10013,10462,3,434,103,341,51,11.3778888537
27,10013,10024,2,434,121,341,83,4.76975766911
28,10013,11366,0,434,15,341,13,11.0434461158
29,10013,11420,0,434,15,341,12,10.5449368037
30,10013,11692,0,434,5,341,2,14.1056046334
31,10013,11201,5,434,218,341,155,1.94670959945
32,10013,10035,0,434,52,341,27,6.77822491763
33,10013,11433,2,434,39,341,20,11.5631867112
34,10013,10002,9,434,325,341,249,0.990775113595
35,10013,11214,0,434,23,341,16,8.40932109183
36,10013,10153,1,434,4,341,4,3.42907750895
37,10013,10310,0,434,18,341,8,8.41878260082
38,10013,10009,2,434,216,341,107,1.4661434841
39,10013,10040,0,434,87,341,22,10.3402208905
40,10013,11430,0,434,128,341,108,12.0261532093
41,10013,11378,0,434,21,341,7,5.38886146246
42,10013,10029,0,434,23,341,17,5.80504330878
43,10013,10452,1,434,26,341,21,9.23601714444
44,10013,10005,2,434,43,341,29,1.02559858063
45,10013,10309,0,434,12,341,12,17.1134919315
46,10013,10118,1,434,67,341,55,2.18973692529
47,10013,11691,0,434,13,341,9,15.3592467574
48,10013,10018,3,434,168,341,134,2.45668683633
49,10013,10023,3,434,192,341,141,4.00173011439
50,10013,11216,0,434,72,341,54,4.08496989131
51,10013,11205,1,434,53,341,39,2.78146183477
52,10013,10301,1,434,37,341,24,7.71438253282
53,10013,10017,4,434,180,341,97,2.77728705229
54,10013,10016,3,434,136,341,91,2.28229381104
55,10013,10021,1,434,63,341,47,4.04824506794
56,10013,10038,1,434,52,341,39,0.762963218606
57,10013,11416,0,434,13,341,3,8.53623555153
58,10013,10111,0,434,12,341,12,3.02778915469
59,10013,10044,0,434,6,341,5,4.10721151888
60,10013,10459,0,434,29,341,11,9.31524877956
61,10013,10034,0,434,89,341,46,11.0843638309
62,10013,10030,0,434,41,341,28,7.46614314831
63,10013,10103,0,434,2,341,1,3.12774686765
64,10013,11414,0,434,8,341,7,9.54101243361
65,10013,10031,2,434,68,341,42,7.86168094019
66,10013,11101,2,434,129,341,93,3.86906004557
67,10013,11232,1,434,150,341,20,4.49821154883
68,10013,10457,0,434,25,341,10,10.3429868405
69,10013,10282,0,434,13,341,8,0.533518367173
70,10013,11215,1,434,124,341,98,3.81057042451
71,10013,11234,0,434,64,341,24,8.30408760203
72,10013,11251,1,434,8,341,4,6.09898733002
73,10013,10006,2,434,34,341,20,0.979298283466
74,10013,11379,0,434,6,341,6,6.6233981259
75,10013,10468,0,434,22,341,15,11.5355009558
76,10013,10453,1,434,29,341,23,10.3565116057
77,10013,11228,0,434,9,341,7,7.12227693497
78,10013,11221,1,434,96,341,64,4.61361041364
79,10013,10025,2,434,110,341,51,5.71366976551
80,10013,11237,2,434,100,341,80,4.63684103025
81,10013,10128,1,434,30,341,25,5.11275021113
82,10013,11233,0,434,65,341,30,5.46132568968
83,10013,10460,0,434,18,341,13,10.5739435205
84,10013,10028,2,434,79,341,62,4.71155036292
85,10013,11207,0,434,61,341,38,6.76762343058
86,10013,11429,0,434,10,341,6,14.0019392648
87,10013,10265,1,434,1,341,1,4.40005523599
88,10013,10172,0,434,1,341,1,2.89603652347
89,10013,11354,1,434,54,341,41,10.0094130507
90,10013,11229,1,434,16,341,11,9.02886218061
91,10013,11206,0,434,135,341,78,3.51078207306
92,10013,11226,2,434,239,341,131,5.82233792094
93,10013,11385,0,434,88,341,35,6.02582384903
94,10013,10281,2,434,15,341,10,0.657243402909
95,10013,10152,0,434,2,341,2,3.14018044227
96,10013,10475,1,434,15,341,12,14.4079408421
97,10013,10451,0,434,32,341,17,8.10350479034
98,10013,11213,0,434,48,341,14,5.05467904447
99,10013,10314,1,434,62,341,39,10.7818128975
100,10013,10305,0,434,19,341,9,9.15943653754
101,10013,10004,3,434,71,341,58,2.39706696095
102,10013,11102,1,434,58,341,44,5.48723387985
103,10013,10458,1,434,35,341,30,11.633737053
104,10013,11355,1,434,23,341,18,9.95520947325
105,10013,10463,1,434,46,341,25,12.1990545688
106,10013,11105,0,434,45,341,30,6.3134578403
107,10013,11231,1,434,62,341,46,2.89237110372
108,10013,10469,0,434,22,341,12,13.1467365935
109,10013,10303,0,434,22,341,5,10.3807184909
110,10013,11223,0,434,16,341,12,8.63004055988
111,10013,11365,0,434,19,341,9,11.2608878596
112,10013,11104,0,434,9,341,9,4.77661504836
113,10013,10472,0,434,15,341,7,10.4329599112
114,10013,11413,0,434,12,341,7,13.7803254957
115,10013,11377,0,434,48,341,42,5.54319107865
116,10013,10032,0,434,51,341,35,8.93073086018
117,10013,11372,1,434,31,341,20,6.66532899555
118,10013,11106,0,434,29,341,25,4.8101431214
119,10013,11103,3,434,58,341,46,5.74803954788
120,10013,10174,0,434,5,341,5,2.65869655725
121,10013,10048,2,434,52,341,45,0.697113342375
122,10013,11235,0,434,17,341,8,9.87726118782
123,10013,11224,0,434,28,341,23,9.96696213322
124,10013,10304,0,434,12,341,9,8.96436535096
125,10013,11367,0,434,11,341,10,9.66488769319
126,10013,11373,1,434,62,341,40,6.76230991977
127,10013,11427,0,434,10,341,4,13.5247294607
128,10013,10455,0,434,31,341,21,8.31055894917
129,10013,10307,1,434,4,341,4,19.2924091872
130,10013,10302,0,434,2,341,2,9.28330744385
131,10013,10461,0,434,46,341,23,12.1635290262
132,10013,11356,0,434,7,341,6,9.58630018752
133,10013,11212,0,434,16,341,12,6.29435102283
134,10013,10465,1,434,26,341,13,12.2289660319
135,10013,11369,0,434,13,341,7,7.64775579162
136,10013,11230,0,434,13,341,12,7.07524070339
137,10013,11357,0,434,6,341,5,11.1891094267
138,10013,10471,0,434,10,341,9,13.5282771005
139,10013,10069,1,434,5,341,4,3.86060663579
140,10013,11219,0,434,5,341,3,6.10534595306
141,10013,11220,0,434,17,341,16,5.49466643672
142,10013,11360,0,434,16,341,7,12.5159147031
143,10013,10470,0,434,7,341,5,14.547662101
144,10013,11419,0,434,8,341,5,9.86485843363
145,10013,11370,0,434,8,341,8,6.69342591995
146,10013,11368,0,434,28,341,24,7.92249545981
147,10013,11358,0,434,5,341,4,11.3157052318
148,10013,11209,1,434,32,341,23,6.84009405193
149,10013,10466,0,434,25,341,4,14.3841817019
150,10013,11418,0,434,25,341,10,9.13995295155
151,10013,10474,0,434,1,341,1,8.88336233875
152,10013,11203,0,434,23,341,11,6.22932811655
153,10013,10039,0,434,7,341,7,8.11141928634
154,10013,10306,1,434,7,341,7,11.9987169164
155,10013,11236,0,434,20,341,14,7.68669801646
156,10013,11423,0,434,8,341,6,12.4518150578
157,10013,10467,0,434,41,341,17,12.6573694607
158,10013,11204,0,434,13,341,5,7.10138913357
159,10013,11361,1,434,60,341,25,12.490641327
160,10013,11693,0,434,9,341,9,12.9560216702
161,10013,11218,0,434,10,341,9,5.47303077125
162,10013,11422,0,434,4,341,4,14.7433403165
163,10013,11435,0,434,21,341,13,10.3579147059
164,10013,10105,0,434,1,341,1,3.22852305892
165,10013,11374,0,434,11,341,7,7.58430042851
166,10013,10151,0,434,1,341,1,3.37631066234
167,10013,11412,0,434,8,341,3,13.006816414
168,10013,11436,0,434,3,341,2,11.405167672
169,10013,10464,0,434,6,341,6,14.7351774892
170,10013,11208,0,434,16,341,9,7.71995295939
171,10013,10037,0,434,9,341,9,7.35355700121
