,zip1,zip2,weight,tweet1,tweet2,people1,people2,distance
0,11220,11220,15,19,19,15,15,0.0
1,11220,11209,0,19,37,15,23,1.44721519083
2,11220,10309,0,19,8,15,7,12.9272460726
3,11220,11214,0,19,14,15,8,3.10509770798
4,11220,10314,0,19,66,15,38,7.22096275372
5,11220,11224,1,19,34,15,18,4.64938059197
6,11220,11232,0,19,57,15,19,1.14214548888
7,11220,10310,0,19,16,15,5,5.28367032444
8,11220,11219,0,19,8,15,7,1.19575168179
9,11220,10301,0,19,26,15,25,4.18402388111
10,11220,11221,0,19,76,15,44,5.81862825053
11,11220,11375,0,19,37,15,26,10.4624292581
12,11220,11430,0,19,71,15,58,11.5833827414
13,11220,11416,0,19,2,15,1,9.16045957835
14,11220,11377,0,19,38,15,28,9.14174475889
15,11220,11432,0,19,44,15,31,12.7197834697
16,11220,11212,0,19,13,15,7,5.5718082535
17,11220,11233,0,19,40,15,32,5.66280188285
18,11220,11368,0,19,17,15,14,11.0212442458
19,11220,11367,0,19,5,15,5,11.8464421018
20,11220,11206,0,19,40,15,33,5.68491175249
21,11220,11357,0,19,8,15,6,14.6617294573
22,11220,11204,0,19,12,15,6,2.25082151769
23,11220,11374,0,19,7,15,6,9.96786573457
24,11220,11361,0,19,31,15,19,15.2258753362
25,11220,11379,0,19,12,15,9,8.82621368086
26,11220,11385,0,19,41,15,27,7.73111050953
27,11220,11378,0,19,7,15,5,8.23312410738
28,11220,11104,0,19,13,15,10,8.6857001354
29,11220,11371,0,19,24,15,21,11.6533958997
30,11220,11354,0,19,25,15,19,13.2889219322
31,11220,11362,0,19,7,15,4,16.9322281175
32,11220,10303,0,19,3,15,3,7.75308080972
33,11220,11373,0,19,26,15,17,9.74453059107
34,11220,11418,0,19,5,15,4,10.3450609706
35,11220,11420,0,19,14,15,9,10.8024435204
36,11220,10302,0,19,1,15,1,6.42149823991
37,11220,11236,0,19,11,15,6,5.89356494898
38,11220,11237,0,19,46,15,36,6.60237952701
39,11220,11369,0,19,3,15,3,11.329484695
40,11220,11372,0,19,11,15,9,10.1930755788
41,11220,10475,0,19,10,15,7,19.1666994265
42,11220,10019,0,19,300,15,231,8.72028385168
43,11220,10016,0,19,64,15,50,7.50013787451
44,11220,10304,0,19,11,15,5,4.53542493006
45,11220,11234,1,19,27,15,17,5.19459019665
46,11220,10461,0,19,17,15,10,16.7366305325
47,11220,10036,0,19,346,15,269,8.25716849057
48,11220,10455,0,19,16,15,14,13.2859456771
49,11220,10040,0,19,56,15,17,15.6750180825
50,11220,10030,0,19,32,15,30,12.7696307426
51,11220,11228,0,19,3,15,3,1.66103699965
52,11220,10033,0,19,42,15,27,14.9210825163
53,11220,10001,0,19,289,15,195,7.60951432425
54,11220,10312,0,19,10,15,6,10.8319797197
55,11220,10022,0,19,103,15,78,8.50233891257
56,11220,10020,0,19,54,15,49,8.30123618216
57,11220,10469,0,19,21,15,8,17.9963305348
58,11220,10025,0,19,62,15,34,11.1226505873
59,11220,10031,0,19,25,15,19,13.2246898253
60,11220,11105,0,19,36,15,25,10.7912022875
61,11220,10035,1,19,23,15,17,11.9144917672
62,11220,11370,0,19,6,15,5,10.6592474394
63,11220,10032,0,19,39,15,26,14.28963816
64,11220,10462,0,19,59,15,33,16.1201147772
65,11220,10453,0,19,10,15,6,15.5790927821
66,11220,11358,0,19,8,15,6,14.1611648184
67,11220,10003,0,19,242,15,199,6.43527514911
68,11220,11211,0,19,273,15,196,5.84774778327
69,11220,11231,0,19,24,15,21,2.66985019043
70,11220,11217,0,19,71,15,55,3.44051911721
71,11220,10018,1,19,125,15,93,7.93061844128
72,11220,10026,0,19,29,15,25,11.5898154826
73,11220,10007,0,19,936,15,540,5.07888307615
74,11220,10012,0,19,222,15,173,5.90349911834
75,11220,10011,0,19,238,15,176,6.91974755501
76,11220,10152,0,19,11,15,6,8.40198782693
77,11220,10128,0,19,34,15,27,10.2813895419
78,11220,10023,0,19,104,15,79,9.45117089125
79,11220,11225,0,19,14,15,13,3.51440207031
80,11220,10034,1,19,29,15,18,16.3980865716
81,11220,10005,0,19,19,15,14,4.47218974427
82,11220,11435,0,19,11,15,9,11.5484602511
83,11220,10307,0,19,3,15,3,15.1158817169
84,11220,11215,0,19,69,15,60,2.39690481496
85,11220,10013,0,19,231,15,175,5.49466643672
86,11220,11101,1,19,64,15,48,8.22306170116
87,11220,11222,0,19,83,15,51,6.9188052789
88,11220,10014,0,19,223,15,177,6.45986742921
89,11220,11207,0,19,23,15,16,6.70014227067
90,11220,11106,0,19,19,15,18,9.42370643843
91,11220,11226,0,19,111,15,81,3.17559375899
92,11220,10017,1,19,120,15,68,7.9733095153
93,11220,10452,0,19,25,15,11,14.4704243118
94,11220,10021,0,19,48,15,38,9.23066402062
95,11220,11359,0,19,1,15,1,16.3267005583
96,11220,11360,0,19,10,15,4,15.6549106579
97,11220,10010,0,19,100,15,86,6.9622471765
98,11220,10009,0,19,93,15,56,6.2234817418
99,11220,10002,1,19,175,15,143,5.43088887402
100,11220,11213,0,19,21,15,9,4.72536126106
101,11220,11434,0,19,4,15,3,12.9782599345
102,11220,11429,0,19,34,15,8,15.2627136947
103,11220,11216,0,19,27,15,20,4.45061605191
104,11220,11109,0,19,4,15,4,7.6496192246
105,11220,10048,0,19,65,15,38,4.87838566219
106,11220,10118,0,19,27,15,25,7.57955361394
107,11220,10039,0,19,2,15,2,13.3994865138
108,11220,10024,0,19,78,15,54,10.2057342036
109,11220,11356,0,19,5,15,4,13.4312389444
110,11220,11238,0,19,59,15,50,3.86522345462
111,11220,10306,0,19,5,15,4,7.31756161658
112,11220,10305,1,19,11,15,10,4.27590678931
113,11220,11692,0,19,6,15,2,12.0450305539
114,11220,11428,0,19,2,15,1,15.4030735227
115,11220,11691,0,19,12,15,5,13.7660883627
116,11220,11239,0,19,8,15,5,7.18348503965
117,11220,11427,0,19,1,15,1,15.2945995103
118,11220,11001,0,19,1,15,1,17.282907256
119,11220,11364,0,19,4,15,3,15.27301933
120,11220,11366,0,19,8,15,7,12.9838342386
121,11220,10451,0,19,9,15,9,13.244334367
122,11220,10467,0,19,17,15,14,17.6827795411
123,11220,10460,0,19,5,15,5,15.4923547638
124,11220,10474,0,19,1,15,1,13.6298044164
125,11220,10027,1,19,76,15,46,12.2380222335
126,11220,11411,0,19,3,15,3,15.1443907677
127,11220,11355,0,19,7,15,7,12.7232615917
128,11220,11201,0,19,96,15,79,3.97117697213
129,11220,11694,0,19,2,15,1,9.93105325602
130,11220,10069,0,19,4,15,4,9.34359531316
131,11220,10471,0,19,9,15,6,18.84231833
132,11220,10454,0,19,8,15,6,12.4962078207
133,11220,11235,0,19,13,15,10,5.2626472775
134,11220,11417,0,19,7,15,5,9.28762910424
135,11220,11223,0,19,1,15,1,3.76075302008
136,11220,10029,0,19,25,15,17,10.9930451518
137,11220,10465,0,19,13,15,7,16.4305034772
138,11220,10457,0,19,6,15,5,15.4430059052
139,11220,10470,0,19,4,15,2,19.6471387318
140,11220,10472,0,19,14,15,7,15.1590711002
141,11220,10028,0,19,70,15,50,9.8837929721
142,11220,11365,0,19,8,15,6,13.5385708006
143,11220,11102,0,19,32,15,25,10.1574730145
144,11220,10458,0,19,38,15,21,16.7501619642
145,11220,11433,1,19,16,15,11,12.5880315775
146,11220,11412,0,19,3,15,3,14.0026044309
147,11220,11205,0,19,24,15,22,4.50428866216
148,11220,10167,0,19,8,15,3,8.11449337758
149,11220,11103,0,19,26,15,21,10.0314316942
150,11220,10463,1,19,15,15,12,17.4846904995
151,11220,10153,0,19,1,15,1,8.73705879036
152,11220,11415,0,19,3,15,3,10.7657703015
153,11220,11422,0,19,6,15,6,14.8181306582
154,11220,10038,0,19,39,15,30,4.75139514101
155,11220,10037,0,19,14,15,6,12.5788324984
156,11220,10004,0,19,60,15,36,4.20565136995
157,11220,10111,0,19,4,15,4,8.36963415555
158,11220,10459,0,19,10,15,8,14.2308375014
159,11220,10456,0,19,9,15,5,14.1549467245
160,11220,10281,0,19,8,15,7,5.05158440924
161,11220,11436,0,19,8,15,1,11.720687588
162,11220,10006,0,19,8,15,7,4.58803051204
163,11220,11363,0,19,5,15,3,16.7905932042
164,11220,11208,0,19,7,15,7,7.83054702363
165,11220,11210,0,19,3,15,2,3.80679321724
166,11220,11203,1,19,6,15,5,4.37829673976
167,11220,10282,0,19,10,15,4,5.2269320143
168,11220,10169,0,19,3,15,3,8.07269892559
169,11220,11414,0,19,8,15,6,9.1406764777
170,11220,10468,0,19,9,15,7,16.7303825567
171,11220,11229,0,19,6,15,5,4.88251126563
172,11220,11423,0,19,4,15,3,13.9391608453
173,11220,10044,0,19,9,15,4,9.03490824876
174,11220,11230,0,19,5,15,4,2.99001380392
175,11220,11218,0,19,3,15,3,2.10239525625
176,11220,10119,0,19,2,15,2,7.64279834952
177,11220,11251,0,19,4,15,4,3.72499933551
178,11220,11693,0,19,3,15,3,10.7507093591
179,11220,10174,0,19,1,15,1,7.89836530606
180,11220,11421,0,19,1,15,1,8.94886414565
181,11220,10466,0,19,2,15,1,19.3593037558
182,11220,10154,0,19,1,15,1,8.35421201029
183,11220,10464,0,19,1,15,1,19.0479395593
184,11220,10196,0,19,1,15,1,9.8239236295
185,11220,11419,0,19,3,15,3,10.6810638164
186,11220,10280,0,19,3,15,3,4.55754246987
187,11220,10270,0,19,1,15,1,4.53639839113
188,11220,11413,0,19,2,15,2,14.0310664145
189,11220,10473,0,19,1,15,1,14.7327187146
190,11220,10170,0,19,1,15,1,7.96555279811
191,11220,10106,0,19,1,15,1,8.74177116089
192,11220,11426,0,19,1,15,1,16.6973897452
193,11220,10308,0,19,1,15,1,9.44635535293
194,11220,11005,0,19,1,15,1,17.7014338974
195,11209,11220,0,37,19,23,15,1.44721519083
196,11209,11209,23,37,37,23,23,0.0
197,11209,10309,0,37,8,23,7,11.614157728
198,11209,11214,1,37,14,23,8,2.42667733627
199,11209,10314,2,37,66,23,38,6.19134263591
200,11209,11224,1,37,34,23,18,3.78460241147
201,11209,11232,0,37,57,23,19,2.58898966126
202,11209,10310,0,37,16,23,5,4.56278700201
203,11209,11219,0,37,8,23,7,1.85725175111
204,11209,10301,0,37,26,23,25,3.45790415693
205,11209,11221,0,37,76,23,44,7.16674851167
206,11209,11375,1,37,37,23,26,11.7544866484
207,11209,11430,0,37,71,23,58,12.4342550672
208,11209,11416,0,37,2,23,1,10.2880749196
209,11209,11377,0,37,38,23,28,10.5699267056
210,11209,11432,2,37,44,23,31,13.9069756867
211,11209,11212,0,37,13,23,7,6.67286704189
212,11209,11233,0,37,40,23,32,6.90615338447
213,11209,11368,0,37,17,23,14,12.4019219953
214,11209,11367,0,37,5,23,5,13.1262036219
215,11209,11206,0,37,40,23,33,7.1055582772
216,11209,11357,0,37,8,23,6,16.0469232704
217,11209,11204,0,37,12,23,6,2.37274153084
218,11209,11374,0,37,7,23,6,11.2994153268
219,11209,11361,0,37,31,23,19,16.5342350946
220,11209,11379,0,37,12,23,9,10.162757726
221,11209,11385,0,37,41,23,27,9.04843014244
222,11209,11378,0,37,7,23,5,9.63181944033
223,11209,11104,0,37,13,23,10,10.1270598529
224,11209,11371,0,37,24,23,21,13.0837136564
225,11209,11354,0,37,25,23,19,14.6658077008
226,11209,11362,0,37,7,23,4,18.1867210816
227,11209,10303,0,37,3,23,3,6.99945719663
228,11209,11373,1,37,26,23,17,11.1306947744
229,11209,11418,0,37,5,23,4,11.5257914703
230,11209,11420,0,37,14,23,9,11.8154000227
231,11209,10302,0,37,1,23,1,5.68535131345
232,11209,11236,0,37,11,23,6,6.72365929085
233,11209,11237,0,37,46,23,36,7.98015633046
234,11209,11369,0,37,3,23,3,12.7473432424
235,11209,11372,1,37,11,23,9,11.6098251276
236,11209,10475,0,37,10,23,7,20.6135431001
237,11209,10019,2,37,300,23,231,10.0957245433
238,11209,10016,2,37,64,23,50,8.90857388623
239,11209,10304,0,37,11,23,5,3.34948862594
240,11209,11234,0,37,27,23,17,5.68241567884
241,11209,10461,1,37,17,23,10,18.1809454068
242,11209,10036,4,37,346,23,269,9.62495251583
243,11209,10455,0,37,16,23,14,14.7286569119
244,11209,10040,0,37,56,23,17,17.0880041833
245,11209,10030,0,37,32,23,30,14.1847897805
246,11209,11228,0,37,3,23,3,1.01632918182
247,11209,10033,0,37,42,23,27,16.3317374834
248,11209,10001,3,37,289,23,195,8.96467541767
249,11209,10312,0,37,10,23,6,9.49799341453
250,11209,10022,2,37,103,23,78,9.91969483516
251,11209,10020,0,37,54,23,49,9.69429018299
252,11209,10469,0,37,21,23,8,19.4434615129
253,11209,10025,0,37,62,23,34,12.5136810654
254,11209,10031,1,37,25,23,19,14.6296979259
255,11209,11105,0,37,36,23,25,12.2379576289
256,11209,10035,0,37,23,23,17,13.3465152039
257,11209,11370,0,37,6,23,5,12.0938771557
258,11209,10032,1,37,39,23,26,15.6966371618
259,11209,10462,1,37,59,23,33,17.5672243161
260,11209,10453,0,37,10,23,6,17.0077483549
261,11209,11358,0,37,8,23,6,15.4900205916
262,11209,10003,2,37,242,23,199,7.82722727597
263,11209,11211,1,37,273,23,196,7.29279006997
264,11209,11231,0,37,24,23,21,4.08522300493
265,11209,11217,0,37,71,23,55,4.88325419121
266,11209,10018,1,37,125,23,93,9.29243430268
267,11209,10026,1,37,29,23,25,12.9989533496
268,11209,10007,3,37,936,23,540,6.42026809583
269,11209,10012,1,37,222,23,173,7.27243152968
270,11209,10011,1,37,238,23,176,8.26970523617
271,11209,10152,0,37,11,23,6,9.81127032771
272,11209,10128,1,37,34,23,27,11.7072694435
273,11209,10023,1,37,104,23,79,10.8263483207
274,11209,11225,0,37,14,23,13,4.77185011044
275,11209,10034,0,37,29,23,18,17.8153234511
276,11209,10005,1,37,19,23,14,5.81466169291
277,11209,11435,0,37,11,23,9,12.6995499812
278,11209,10307,0,37,3,23,3,13.7915204122
279,11209,11215,1,37,69,23,60,3.82640285557
280,11209,10013,2,37,231,23,175,6.84009405193
281,11209,11101,1,37,64,23,48,9.67018581977
282,11209,11222,0,37,83,23,51,8.36516610679
283,11209,10014,0,37,223,23,177,7.79431707981
284,11209,11207,0,37,23,23,16,7.83106059304
285,11209,11106,1,37,19,23,18,10.8701484781
