,zip1,zip2,#people_visit
1004,10005,10462,3
1005,10005,10463,4
1006,10005,10464,2
1007,10005,10465,2
1008,10005,10466,3
1009,10005,10467,1
1010,10005,10468,1
1011,10005,10469,1
1012,10005,10470,4
1013,10005,10471,3
1014,10005,10472,3
1015,10005,10473,1
1016,10005,10474,1
1017,10005,10475,4
1022,10005,11101,6
1023,10005,11102,4
1024,10005,11103,5
1026,10005,11105,4
1027,10005,11106,2
1029,10005,11201,15
1032,10005,11205,2
1033,10005,11206,5
1034,10005,11207,2
1036,10005,11209,5
1037,10005,11210,4
1038,10005,11211,7
1039,10005,11212,2
1040,10005,11213,2
1041,10005,11214,4
1042,10005,11215,5
1043,10005,11216,6
1044,10005,11217,7
1045,10005,11218,5
1046,10005,11219,1
1047,10005,11220,5
1048,10005,11221,1
1049,10005,11222,4
1050,10005,11223,1
1051,10005,11224,2
1053,10005,11226,5
1055,10005,11229,4
1056,10005,11230,2
1057,10005,11231,5
1058,10005,11232,3
1059,10005,11233,1
1060,10005,11234,4
1061,10005,11235,3
1062,10005,11236,2
1063,10005,11237,1
1064,10005,11238,5
1065,10005,11239,2
1067,10005,11354,2
1068,10005,11355,3
1070,10005,11357,1
1073,10005,11360,2
1074,10005,11361,2
1075,10005,11362,3
1076,10005,11363,1
1077,10005,11364,2
1078,10005,11365,4
1080,10005,11367,2
1081,10005,11368,3
1082,10005,11369,2
1084,10005,11371,3
1085,10005,11372,3
1086,10005,11373,4
1087,10005,11374,3
1088,10005,11375,5
1089,10005,11377,3
1090,10005,11378,3
1091,10005,11379,2
1092,10005,11385,3
1095,10005,11413,2
1096,10005,11414,2
1099,10005,11417,1
1101,10005,11419,3
1102,10005,11420,3
1106,10005,11426,2
1107,10005,11427,1
1110,10005,11430,2
1111,10005,11432,2
1112,10005,11433,2
1114,10005,11435,2
1115,10005,11436,2
1116,10005,11691,2
1120,10005,11697,1
1121,10006,10006,23
1122,10006,10007,35
1123,10006,10009,5
1124,10006,10010,10
1125,10006,10011,9
1126,10006,10012,9
1127,10006,10013,13
1128,10006,10014,9
1129,10006,10016,6
1130,10006,10017,4
1131,10006,10018,7
1132,10006,10019,14
1133,10006,10020,8
1134,10006,10021,4
1135,10006,10022,4
1136,10006,10023,5
1137,10006,10024,5
1138,10006,10025,5
1139,10006,10026,3
1140,10006,10027,6
1141,10006,10028,3
1142,10006,10029,2
1143,10006,10030,1
1144,10006,10031,1
1145,10006,10032,2
1146,10006,10033,3
1147,10006,10034,2
1148,10006,10035,1
1149,10006,10036,12
1151,10006,10038,11
1152,10006,10039,1
1153,10006,10040,1
1155,10006,10044,1
1156,10006,10048,12
1157,10006,10069,1
1161,10006,10104,1
1164,10006,10107,1
1169,10006,10118,3
1170,10006,10119,1
1175,10006,10128,3
1194,10006,10270,1
1197,10006,10279,1
1198,10006,10280,4
1199,10006,10281,4
1204,10006,10303,2
1205,10006,10304,1
1206,10006,10305,2
1207,10006,10306,3
1208,10006,10307,2
1209,10006,10308,1
1210,10006,10309,2
1211,10006,10310,2
1212,10006,10312,1
1213,10006,10314,2
1214,10006,10451,1
1218,10006,10455,1
1221,10006,10458,3
1224,10006,10461,2
1225,10006,10462,2
1226,10006,10463,2
1230,10006,10467,1
1233,10006,10470,1
1234,10006,10471,1
1235,10006,10472,1
1236,10006,10473,1
1237,10006,10474,1
1238,10006,10475,1
1243,10006,11101,3
1244,10006,11102,4
1245,10006,11103,4
1246,10006,11104,1
1247,10006,11105,4
1248,10006,11106,2
1250,10006,11201,9
1251,10006,11203,1
1252,10006,11204,1
1253,10006,11205,2
1254,10006,11206,1
1255,10006,11207,1
1256,10006,11208,1
1257,10006,11209,2
1258,10006,11210,2
1259,10006,11211,6
1261,10006,11213,2
1262,10006,11214,3
1263,10006,11215,4
1264,10006,11216,2
1265,10006,11217,5
1266,10006,11218,1
1267,10006,11219,1
1269,10006,11221,1
1270,10006,11222,3
1271,10006,11223,1
1272,10006,11224,1
1273,10006,11225,1
1274,10006,11226,5
1276,10006,11229,3
1277,10006,11230,1
1278,10006,11231,3
1279,10006,11232,3
1280,10006,11233,1
1281,10006,11234,3
1282,10006,11235,2
1283,10006,11236,1
1284,10006,11237,1
1285,10006,11238,1
1286,10006,11239,1
1289,10006,11355,2
1291,10006,11357,1
1292,10006,11358,1
1295,10006,11361,3
1296,10006,11362,1
1297,10006,11363,1
1299,10006,11365,2
1300,10006,11366,1
1302,10006,11368,2
1304,10006,11370,1
1305,10006,11371,1
1306,10006,11372,2
1307,10006,11373,3
1308,10006,11374,2
1309,10006,11375,3
1310,10006,11377,2
1311,10006,11378,1
1313,10006,11385,2
1317,10006,11414,1
1318,10006,11415,1
1319,10006,11416,1
1320,10006,11417,2
1322,10006,11419,1
1328,10006,11427,1
1331,10006,11430,1
1332,10006,11432,1
1333,10006,11433,1
1334,10006,11434,1
1339,10006,11693,1
1341,10006,11697,1
1342,10007,10007,1281
1343,10007,10009,75
1344,10007,10010,108
1345,10007,10011,190
1346,10007,10012,188
1347,10007,10013,164
1348,10007,10014,211
1349,10007,10016,64
1350,10007,10017,88
1351,10007,10018,114
1352,10007,10019,230
1353,10007,10020,141
1354,10007,10021,40
1355,10007,10022,124
1356,10007,10023,113
1357,10007,10024,73
1358,10007,10025,50
1359,10007,10026,45
1360,10007,10027,62
1361,10007,10028,47
1362,10007,10029,29
1363,10007,10030,19
1364,10007,10031,32
1365,10007,10032,37
1366,10007,10033,44
1367,10007,10034,42
1368,10007,10035,25
1369,10007,10036,312
1370,10007,10037,13
1371,10007,10038,56
1372,10007,10039,14
1373,10007,10040,22
1375,10007,10044,10
1376,10007,10048,54
1377,10007,10069,6
1381,10007,10104,1
1384,10007,10107,1
1386,10007,10111,22
1388,10007,10115,1
1389,10007,10118,12
1390,10007,10119,2
1391,10007,10120,2
1393,10007,10122,2
1394,10007,10123,1
1395,10007,10128,27
1397,10007,10152,1
1399,10007,10154,2
1400,10007,10165,2
1402,10007,10167,6
1403,10007,10169,3
1407,10007,10174,4
1412,10007,10260,1
1414,10007,10270,1
1415,10007,10275,1
1416,10007,10278,6
1417,10007,10279,4
1418,10007,10280,12
1419,10007,10281,32
1420,10007,10282,11
1421,10007,10285,2
1422,10007,10301,14
1423,10007,10302,2
1424,10007,10303,5
1425,10007,10304,3
1426,10007,10305,13
1427,10007,10306,11
1428,10007,10307,5
1429,10007,10308,2
1430,10007,10309,4
1431,10007,10310,7
1432,10007,10312,3
1433,10007,10314,35
1434,10007,10451,23
1435,10007,10452,27
1436,10007,10453,27
1437,10007,10454,13
1438,10007,10455,16
1439,10007,10456,16
1440,10007,10457,15
1441,10007,10458,23
1442,10007,10459,11
1443,10007,10460,22
1444,10007,10461,16
1445,10007,10462,56
1446,10007,10463,17
1447,10007,10464,5
1448,10007,10465,15
1449,10007,10466,7
1450,10007,10467,20
1451,10007,10468,14
1452,10007,10469,3
1453,10007,10470,6
1454,10007,10471,7
1455,10007,10472,13
1456,10007,10473,7
1457,10007,10474,1
1458,10007,10475,17
1460,10007,11004,1
1463,10007,11101,73
1464,10007,11102,42
1465,10007,11103,17
1466,10007,11104,10
1467,10007,11105,13
1468,10007,11106,18
1469,10007,11109,3
1470,10007,11201,132
1471,10007,11203,9
1472,10007,11204,5
1473,10007,11205,18
1474,10007,11206,54
1475,10007,11207,23
1476,10007,11208,12
1477,10007,11209,10
1478,10007,11210,16
1479,10007,11211,145
1480,10007,11212,9
1481,10007,11213,16
1482,10007,11214,14
1483,10007,11215,57
1484,10007,11216,38
1485,10007,11217,73
1486,10007,11218,12
1487,10007,11219,6
1488,10007,11220,15
1489,10007,11221,26
1490,10007,11222,42
1491,10007,11223,5
1492,10007,11224,12
1493,10007,11225,13
1494,10007,11226,117
1495,10007,11228,4
1496,10007,11229,8
1497,10007,11230,6
1498,10007,11231,24
1499,10007,11232,19
1500,10007,11233,27
1501,10007,11234,22
1502,10007,11235,11
1503,10007,11236,14
1504,10007,11237,31
1505,10007,11238,42
1506,10007,11239,4
1507,10007,11251,2
1508,10007,11354,23
1509,10007,11355,15
1510,10007,11356,4
1511,10007,11357,8
1512,10007,11358,3
1514,10007,11360,5
1515,10007,11361,13
1516,10007,11362,9
1517,10007,11363,1
1518,10007,11364,3
1519,10007,11365,6
1520,10007,11366,18
1521,10007,11367,9
1522,10007,11368,22
1523,10007,11369,9
1524,10007,11370,7
1525,10007,11371,32
1526,10007,11372,20
1527,10007,11373,31
1528,10007,11374,11
1529,10007,11375,32
1530,10007,11377,36
1531,10007,11378,12
1532,10007,11379,7
1533,10007,11385,24
1534,10007,11411,3
1535,10007,11412,2
1536,10007,11413,6
1537,10007,11414,7
1538,10007,11415,8
1539,10007,11416,4
1540,10007,11417,7
1541,10007,11418,1
1542,10007,11419,7
1543,10007,11420,13
1544,10007,11421,2
1545,10007,11422,8
1546,10007,11423,3
1547,10007,11426,6
1548,10007,11427,4
1549,10007,11428,1
1550,10007,11429,5
1551,10007,11430,54
1552,10007,11432,25
1553,10007,11433,13
1554,10007,11434,5
1555,10007,11435,15
1556,10007,11436,6
1557,10007,11691,8
1558,10007,11692,3
1559,10007,11693,9
1560,10007,11694,2
1561,10007,11697,2
1562,10009,10009,145
1563,10009,10010,27
1564,10009,10011,50
1565,10009,10012,63
1566,10009,10013,40
1567,10009,10014,53
1568,10009,10016,15
1569,10009,10017,18
1570,10009,10018,18
1571,10009,10019,37
1572,10009,10020,16
1573,10009,10021,9
1574,10009,10022,10
1575,10009,10023,13
1576,10009,10024,11
1577,10009,10025,8
1578,10009,10026,4
1579,10009,10027,15
1580,10009,10028,13
1581,10009,10029,6
1582,10009,10030,2
1583,10009,10031,4
1584,10009,10032,3
1585,10009,10033,3
1586,10009,10034,4
1587,10009,10035,5
1588,10009,10036,28
1590,10009,10038,11
1591,10009,10039,2
1592,10009,10040,3
1594,10009,10044,1
1595,10009,10048,4
1596,10009,10069,2
1599,10009,10103,1
1600,10009,10104,1
1603,10009,10107,1
1605,10009,10111,4
1608,10009,10118,3
1609,10009,10119,1
1613,10009,10123,1
1614,10009,10128,7
1617,10009,10153,1
1621,10009,10167,1
1626,10009,10174,1
1627,10009,10177,1
1630,10009,10259,1
1633,10009,10270,1
1636,10009,10279,1
1638,10009,10281,9
1639,10009,10282,3
1641,10009,10301,5
1642,10009,10302,1
1643,10009,10303,2
1644,10009,10304,1
1645,10009,10305,2
1646,10009,10306,4
1647,10009,10307,3
1648,10009,10308,1
1649,10009,10309,2
1650,10009,10310,2
1651,10009,10312,1
1652,10009,10314,3
1653,10009,10451,2
1654,10009,10452,2
1657,10009,10455,4
1659,10009,10457,1
1660,10009,10458,4
1661,10009,10459,2
1662,10009,10460,1
1663,10009,10461,2
1664,10009,10462,6
1665,10009,10463,2
1667,10009,10465,1
1669,10009,10467,1
1672,10009,10470,1
1673,10009,10471,1
1674,10009,10472,2
1675,10009,10473,2
1676,10009,10474,1
1677,10009,10475,1
1682,10009,11101,11
1683,10009,11102,5
1684,10009,11103,7
1685,10009,11104,1
1686,10009,11105,5
1687,10009,11106,5
1689,10009,11201,20
1690,10009,11203,2
1691,10009,11204,1
1692,10009,11205,4
1693,10009,11206,11
1694,10009,11207,1
1696,10009,11209,3
1697,10009,11210,3
1698,10009,11211,51
1699,10009,11212,1
