,zip1,zip2,#people_visit
1235,10006,11205,1
1236,10006,11206,4
1238,10006,11208,1
1239,10006,11209,5
1240,10006,11210,2
1241,10006,11211,9
1242,10006,11212,3
1244,10006,11214,4
1245,10006,11215,4
1246,10006,11216,2
1247,10006,11217,5
1248,10006,11218,2
1249,10006,11219,3
1250,10006,11220,3
1251,10006,11221,2
1252,10006,11222,5
1253,10006,11223,1
1254,10006,11224,3
1255,10006,11225,3
1256,10006,11226,6
1257,10006,11228,1
1258,10006,11229,1
1259,10006,11230,2
1260,10006,11231,2
1261,10006,11232,3
1262,10006,11233,2
1263,10006,11234,3
1264,10006,11235,4
1265,10006,11236,3
1266,10006,11237,3
1267,10006,11238,4
1268,10006,11239,3
1270,10006,11354,2
1272,10006,11356,2
1277,10006,11361,2
1278,10006,11362,2
1280,10006,11364,2
1281,10006,11365,4
1282,10006,11366,4
1283,10006,11367,2
1284,10006,11368,2
1285,10006,11369,3
1286,10006,11370,3
1287,10006,11371,3
1288,10006,11372,3
1289,10006,11373,5
1290,10006,11374,4
1291,10006,11375,5
1292,10006,11377,2
1293,10006,11378,3
1295,10006,11385,2
1299,10006,11414,2
1300,10006,11415,2
1301,10006,11416,1
1312,10006,11429,2
1313,10006,11430,6
1314,10006,11432,4
1315,10006,11433,2
1317,10006,11435,2
1318,10006,11436,2
1319,10006,11691,1
1321,10006,11693,2
1324,10007,10007,1059
1325,10007,10009,48
1326,10007,10010,93
1327,10007,10011,185
1328,10007,10012,161
1329,10007,10013,142
1330,10007,10014,187
1331,10007,10016,61
1332,10007,10017,105
1333,10007,10018,126
1334,10007,10019,205
1335,10007,10020,107
1336,10007,10021,39
1337,10007,10022,111
1338,10007,10023,91
1339,10007,10024,52
1340,10007,10025,57
1341,10007,10026,26
1342,10007,10027,46
1343,10007,10028,33
1344,10007,10029,25
1345,10007,10030,19
1346,10007,10031,22
1347,10007,10032,25
1348,10007,10033,23
1349,10007,10034,23
1350,10007,10035,15
1351,10007,10036,291
1352,10007,10037,11
1353,10007,10038,51
1354,10007,10039,11
1355,10007,10040,19
1357,10007,10044,12
1358,10007,10045,2
1359,10007,10048,66
1360,10007,10069,3
1366,10007,10106,1
1368,10007,10111,17
1369,10007,10118,8
1370,10007,10119,2
1371,10007,10120,3
1374,10007,10128,21
1376,10007,10152,1
1377,10007,10153,4
1378,10007,10154,1
1381,10007,10167,6
1382,10007,10169,7
1385,10007,10174,4
1386,10007,10175,1
1390,10007,10260,1
1391,10007,10265,1
1392,10007,10270,1
1394,10007,10278,4
1395,10007,10279,2
1396,10007,10280,10
1397,10007,10281,26
1398,10007,10282,5
1399,10007,10285,1
1401,10007,10301,20
1402,10007,10302,3
1403,10007,10303,4
1404,10007,10304,5
1405,10007,10305,9
1406,10007,10306,5
1407,10007,10307,2
1409,10007,10309,9
1410,10007,10310,5
1411,10007,10312,4
1412,10007,10314,40
1413,10007,10451,17
1414,10007,10452,29
1415,10007,10453,21
1416,10007,10454,15
1417,10007,10455,14
1418,10007,10456,15
1419,10007,10457,19
1420,10007,10458,15
1421,10007,10459,8
1422,10007,10460,18
1423,10007,10461,14
1424,10007,10462,52
1425,10007,10463,21
1426,10007,10464,1
1427,10007,10465,8
1428,10007,10466,8
1429,10007,10467,17
1430,10007,10468,22
1431,10007,10469,5
1432,10007,10470,3
1433,10007,10471,7
1434,10007,10472,14
1435,10007,10473,4
1436,10007,10474,2
1437,10007,10475,7
1439,10007,11004,1
1442,10007,11101,61
1443,10007,11102,25
1444,10007,11103,16
1445,10007,11104,7
1446,10007,11105,14
1447,10007,11106,17
1449,10007,11201,103
1450,10007,11203,5
1451,10007,11204,4
1452,10007,11205,12
1453,10007,11206,31
1454,10007,11207,17
1455,10007,11208,12
1456,10007,11209,12
1457,10007,11210,6
1458,10007,11211,110
1459,10007,11212,3
1460,10007,11213,8
1461,10007,11214,10
1462,10007,11215,36
1463,10007,11216,26
1464,10007,11217,49
1465,10007,11218,6
1466,10007,11219,7
1467,10007,11220,10
1468,10007,11221,16
1469,10007,11222,34
1470,10007,11223,3
1471,10007,11224,17
1472,10007,11225,11
1473,10007,11226,98
1474,10007,11228,4
1475,10007,11229,7
1476,10007,11230,9
1477,10007,11231,17
1478,10007,11232,15
1479,10007,11233,31
1480,10007,11234,13
1481,10007,11235,14
1482,10007,11236,12
1483,10007,11237,25
1484,10007,11238,24
1485,10007,11239,3
1486,10007,11251,1
1487,10007,11354,15
1488,10007,11355,14
1489,10007,11356,12
1490,10007,11357,3
1491,10007,11358,3
1493,10007,11360,2
1494,10007,11361,13
1495,10007,11362,6
1496,10007,11363,3
1497,10007,11364,2
1498,10007,11365,6
1499,10007,11366,21
1500,10007,11367,3
1501,10007,11368,21
1502,10007,11369,8
1503,10007,11370,11
1504,10007,11371,25
1505,10007,11372,14
1506,10007,11373,19
1507,10007,11374,14
1508,10007,11375,22
1509,10007,11377,21
1510,10007,11378,8
1511,10007,11379,7
1512,10007,11385,23
1513,10007,11411,3
1514,10007,11412,3
1515,10007,11413,4
1516,10007,11414,10
1517,10007,11415,7
1518,10007,11416,2
1519,10007,11417,6
1520,10007,11418,6
1521,10007,11419,2
1522,10007,11420,6
1523,10007,11421,2
1524,10007,11422,8
1525,10007,11423,1
1526,10007,11426,2
1527,10007,11427,1
1528,10007,11428,3
1529,10007,11429,5
1530,10007,11430,43
1531,10007,11432,19
1532,10007,11433,5
1533,10007,11434,2
1534,10007,11435,11
1535,10007,11436,4
1536,10007,11691,7
1537,10007,11692,2
1538,10007,11693,9
1539,10007,11694,2
1540,10007,11697,2
1541,10009,10009,132
1542,10009,10010,35
1543,10009,10011,47
1544,10009,10012,47
1545,10009,10013,37
1546,10009,10014,49
1547,10009,10016,18
1548,10009,10017,15
1549,10009,10018,18
1550,10009,10019,30
1551,10009,10020,10
1552,10009,10021,9
1553,10009,10022,20
1554,10009,10023,11
1555,10009,10024,10
1556,10009,10025,8
1557,10009,10026,5
1558,10009,10027,5
1559,10009,10028,5
1560,10009,10029,5
1561,10009,10030,1
1562,10009,10031,3
1563,10009,10032,1
1564,10009,10033,2
1565,10009,10034,5
1566,10009,10035,7
1567,10009,10036,30
1569,10009,10038,8
1570,10009,10039,1
1571,10009,10040,3
1573,10009,10044,4
1574,10009,10045,1
1575,10009,10048,7
1578,10009,10096,1
1584,10009,10111,3
1585,10009,10118,1
1586,10009,10119,1
1590,10009,10128,7
1597,10009,10167,2
1598,10009,10169,1
1599,10009,10170,1
1608,10009,10270,1
1611,10009,10279,1
1612,10009,10280,1
1613,10009,10281,5
1614,10009,10282,1
1617,10009,10301,7
1621,10009,10305,1
1622,10009,10306,2
1623,10009,10307,2
1625,10009,10309,3
1626,10009,10310,2
1627,10009,10312,2
1628,10009,10314,4
1629,10009,10451,2
1632,10009,10454,2
1633,10009,10455,1
1634,10009,10456,1
1636,10009,10458,3
1638,10009,10460,3
1639,10009,10461,1
1640,10009,10462,5
1641,10009,10463,4
1642,10009,10464,1
1643,10009,10465,1
1644,10009,10466,1
1645,10009,10467,1
1646,10009,10468,1
1647,10009,10469,2
1649,10009,10471,2
1650,10009,10472,2
1653,10009,10475,2
1658,10009,11101,11
1659,10009,11102,4
1660,10009,11103,6
1661,10009,11104,4
1662,10009,11105,6
1663,10009,11106,5
1665,10009,11201,14
1666,10009,11203,3
1667,10009,11204,4
1668,10009,11205,2
1669,10009,11206,11
1670,10009,11207,3
1671,10009,11208,1
1672,10009,11209,3
1673,10009,11210,3
1674,10009,11211,42
1676,10009,11213,1
1677,10009,11214,3
1678,10009,11215,10
1679,10009,11216,5
1680,10009,11217,14
1681,10009,11218,1
1682,10009,11219,2
1683,10009,11220,1
1684,10009,11221,7
1685,10009,11222,10
1686,10009,11223,2
1687,10009,11224,6
1688,10009,11225,1
1689,10009,11226,8
1690,10009,11228,1
1691,10009,11229,2
1693,10009,11231,5
1694,10009,11232,3
1695,10009,11233,3
1696,10009,11234,3
1697,10009,11235,3
1698,10009,11236,2
1699,10009,11237,9
1700,10009,11238,13
1701,10009,11239,1
1703,10009,11354,1
1704,10009,11355,2
1710,10009,11361,2
1712,10009,11363,1
1714,10009,11365,3
1715,10009,11366,2
1716,10009,11367,2
1717,10009,11368,4
1718,10009,11369,1
1719,10009,11370,3
1720,10009,11371,8
1721,10009,11372,6
1722,10009,11373,4
1723,10009,11374,3
1724,10009,11375,6
1725,10009,11377,4
1726,10009,11378,2
1728,10009,11385,4
1736,10009,11418,1
1743,10009,11427,1
1746,10009,11430,8
1747,10009,11432,3
1748,10009,11433,1
1749,10009,11434,1
1750,10009,11435,1
